VendorID	trip_distance	fare_amount	total_amount
2	2.26	8.5	9.3
2	5.38	20.5	24.05
2	1.02	6	6.8
1	0.9	4.5	5.3
1	1.1	6	6.8
1	2	9	15.65
1	1.4	7	7.8
2	7.06	26.5	30.05
2	3.66	14	18.55
2	1	7.5	12.8
1	0	10.2	11
1	1.7	9	9.8
2	0.82	5.5	7.3
1	2	10	15.85
1	8.3	28	31.55
1	0	30.2	31
2	1.33	7.5	9.96
2	0	10	13.39
2	3.15	13	17.94
2	0.6	6.5	7.3
2	1.06	5.5	6.3
2	2.38	10	12.96
2	1.35	7	7.8
2	0.49	3.5	5.38
2	2.15	9.5	12.36
2	0.75	5.5	6.3
2	2.39	11	14.16
2	2.82	13	16.56
2	3.05	13.5	20.46
2	7.51	24	33.06
2	11.66	36.5	37.3
1	6.8	21	34
1	1.3	6.5	7.3
2	6.55	21	24.3
2	1.07	7.5	8.3
2	2.46	10.5	14.05
1	1.9	9	12.25
1	1.4	0	0
1	1.4	10	12
1	0.5	4	6.8
1	0.8	4.5	5.3
1	1.1	6.5	8.75
1	5.9	20	23.55
1	1.9	9	16.3
2	7.04	24.5	30.55
2	4.82	14.5	21.85
2	0.14	3.5	4.3
2	7.62	21.5	34.62
2	1.88	8.5	9.3
2	2.62	11	18.91
2	11.75	37	49.1
2	0.56	4	4.81
2	6.8	22	25.8
2	1.08	6	8.16
2	3.35	12	12.8
2	1.98	9	12.25
2	0.55	4	5.76
2	2.5	11.5	12.3
2	0	7	8.76
1	1.1	7.5	9.3
1	2.6	12	12.8
1	1.3	8	18.8
2	9.59	33	50.1
2	33.67	89.5	90.3
1	0.7	5.5	6.3
1	1	5.5	6.3
1	11	0	6.55
2	2.09	9	15.69
2	1.43	9	9.8
2	1.81	10.5	13
2	2.01	11	18.91
2	4.73	15.5	16.3
2	3.4	14	21.06
2	4.33	16.5	20.05
2	2.18	10.5	14.69
2	0.94	7.5	8.3
2	5.87	19.5	20.3
2	1.29	8	8.8
2	1.08	6	11.46
2	0.61	5	5.8
2	1.43	9.5	10.3
2	1.1	6	6.8
2	1.39	6.5	10.05
2	0.77	4.5	6.36
1	0	15.2	16
1	0	13.2	14
1	0	20.2	21
2	2.29	10	13.55
2	1.15	6.5	7.3
2	0.74	5.5	8.19
2	0.86	6	6.8
2	1.74	9	9.8
1	6	22	30.65
2	3.52	15	22.26
2	1.3	9	11.37
2	4.28	16.5	24.06
2	7.17	23.5	30.05
2	1.15	6.5	7.3
2	0.58	4.5	5.3
2	0.07	10	10.37
2	7.87	24.5	33.66
1	3	12	19.4
1	1.4	10	11.3
1	1.4	8.5	9.3
2	1.42	6	8.16
2	7.1	20	32.82
1	3.7	14.5	17
1	2.4	11	14.15
2	0	12	14.76
2	6.73	24	27.55
1	6.2	0	0
2	0	10	12.3
2	3.56	13	21.51
2	8.84	49.5	50.3
1	0.6	4	5.95
2	6.71	21	26.16
2	3.16	16	20.16
2	6.83	27.5	36.05
2	1.48	8	8.8
2	1.27	7	7.8
2	1.47	10	10.8
2	1.51	7.5	8.3
2	22.34	70.5	77.85
1	1.4	9.5	10.3
2	0.75	5.5	10.86
2	0.85	5.5	11.77
2	3.58	14.5	18.36
1	2	9	9.8
1	0.7	4.5	6.35
1	2.5	12	19.4
2	0.68	4.5	5.3
2	0.94	5	5.8
2	0.03	15	16.3
2	3.12	12.5	16.05
2	3.53	15	15.8
2	2.31	11.5	12.3
2	2.42	9.5	15.66
1	0	18.2	19
1	3.6	12	12.8
1	0	26.2	27
1	1.3	6.5	7.3
2	0.99	6	6.8
2	16.32	47	68.52
1	0	10.2	11
2	2.8	12	16
2	6.28	33	33.8
2	0.79	6.5	7.3
2	3.04	12.5	17.65
2	0.88	5	5.8
2	3.82	15	22.26
2	2.94	12.5	13.3
2	1.2	7	9.36
2	1.63	8.5	14.3
2	1.18	7.5	8.3
2	1.9	8.5	9.3
2	1.25	7	7.8
1	0.5	4.5	5.3
1	4.9	18.5	22.05
1	0	13.2	14
2	0.02	2.5	3.3
1	1.5	8	8.8
1	10.6	0	0
2	2.03	8.5	13.55
2	2.53	12	13.44
1	2	9.5	14.55
2	3.26	14.5	19.89
2	0.67	4	4.8
2	4.28	19	19.8
2	1.98	10	12.8
2	11.35	38	41.55
2	1.68	7.5	13.26
2	0	20	20.3
2	3.43	14	17.76
2	3.23	16.5	17.3
2	6.43	21.5	28.81
2	1.42	7	7.8
2	8.3	29.5	33.05
2	0.27	3.5	5.16
2	0.16	25	25.3
2	1.61	7	9.36
2	3.27	13	16.56
1	0	24.2	25
2	3.09	20.5	21.3
1	2.2	11.5	12.3
1	2.4	12	15.55
1	0	35.2	36
2	4.1	17	22.55
2	2.46	12.5	16.05
2	1.82	9	15.06
2	1.6	8	8.8
2	0.68	4.5	6.36
2	0.89	5.5	6.3
2	3.83	17.5	22.05
1	0	30.2	37.55
2	9.78	36	39.55
2	9.19	47.5	54.85
2	2.36	9.5	15.66
2	0.43	4	4.8
2	3.24	15	22.26
2	0.7	5.5	6.32
2	0.77	4.5	5.3
2	2.67	12	15.36
2	4.57	16	16.8
2	0.59	4.5	5.3
2	2.26	9	9.8
2	1.67	7.5	8.3
2	2.49	10.5	14.69
1	3.1	14	17.55
1	0	14.2	15
2	0.44	4	5.76
1	3.6	17.5	19.3
2	2.5	12.5	16.62
2	6.09	24.5	25.3
2	5.93	19	27.06
2	1.46	9	12.55
2	0.95	5.5	6.3
2	1.17	7	12.66
2	4.24	14	21.94
2	4.36	20.5	21.3
2	1.06	6	8.84
2	0.76	5.5	6.3
2	3.85	16	19.55
2	1.1	7	9.36
2	2.21	12	12.8
1	2.7	12.5	13.3
1	0	16.2	17
2	1.81	8.5	10.7
1	2.4	11	11.8
2	0.41	4.5	5.3
2	0.74	6	6.8
2	0.28	8.5	9.3
2	4.52	18	25.05
2	2.2	9.5	15.66
2	2.23	11	14.16
2	0.97	6	8
2	0.72	4.5	5.3
2	1.94	10	10.8
2	0.55	4.5	6.3
2	2.66	12	12.8
2	2.55	11	11.8
2	1.73	10	10.8
2	2.75	10	10.8
2	4.12	18.5	26.46
2	0.68	4	5.76
2	0.86	7	12.66
2	6.27	21	24.55
2	2.74	10.5	13
2	4.08	19.5	27.66
1	5.4	21	24.55
2	0.14	3	35
2	5.33	21	29.46
1	0	13.2	14
2	2.93	18	18.8
2	11.76	39.5	40.3
2	1.81	8	13.86
2	9.76	29.5	39.05
2	2.49	11	11.8
1	0	22.2	23
2	10.86	40	40.8
1	0.7	5	5.8
1	1	6.5	7.3
2	2.63	12	19.44
2	1.63	9	9.8
2	0.55	5	5.8
2	1.28	7	8.8
2	2.75	12	14.3
2	1.85	10.5	11.3
1	0.9	5.5	7.88
2	1.44	8	11
2	0.13	45	45.3
2	4.84	21	21.8
2	1.05	6	6.8
2	4.42	21	29.46
1	0.4	3.5	5.55
2	0	2	2.8
2	0.95	6	6.8
1	17.4	0	0
2	0.56	4.5	6.36
1	1.1	8	8.8
2	5.76	24	34.44
2	1.92	8	8.8
2	1.66	8.5	9.3
2	4.24	18.5	26.46
2	17.64	56	56.8
2	2.24	9.5	16.31
2	8.09	30.5	36.05
2	1.13	8	8.8
2	1.69	10	10.8
2	3.7	14.5	15.3
2	1.87	9	9.8
2	3.67	16	19.55
2	0.41	4	4.8
2	5.43	26	26.8
2	0.35	3.5	4.3
2	2.21	12.5	13.3
2	1.26	7	7.8
2	2.09	10	12.8
2	1.41	9.5	12.88
2	1.83	9.5	12.36
2	3.91	20	20.8
2	1.98	10.5	14.12
2	1.45	6.5	8.3
2	0.49	4	7.55
2	1.52	7	13.19
2	1.52	7	7.8
2	1.66	11	11.8
2	2.83	11	15.55
2	1.01	6.5	9.12
2	0.48	12	12.3
2	1.93	10	10.8
2	2.5	11	16
2	8.86	28	35.35
2	3.39	15.5	22.86
2	0.61	6	8.5
1	6.2	21	28.55
2	0.81	6	8.5
2	5.17	19	19.8
2	6.63	29	29.8
2	12.28	42	49.35
2	1.26	7.5	8.3
2	1.02	6.5	7.3
2	0.71	4.5	6.36
2	4.75	15.5	19.05
2	1.89	9.5	15.05
2	2.45	13	16.55
2	19.1	52	66.35
2	1.32	8	10.56
2	0.96	7	11.8
2	2.12	11	14.75
2	1.34	6.5	7.3
2	2.21	10	16.26
2	2.12	11	14.75
2	24.07	68	75.35
2	16.04	47	47.8
2	4.46	19.5	20.3
1	1	6	6.8
2	5.11	26.5	35.05
2	1.06	5.5	9.05
2	1.36	12	12.3
1	2.5	9.5	10.3
2	3.41	13.5	14.3
2	4.01	17	17.8
2	2.79	10.5	11.3
2	3.27	13	13.8
2	1.3	8.5	15.06
2	0.35	3.5	4.3
2	1	6	6.8
2	0.42	3.5	5.3
2	1.37	8	13.86
2	0.66	5	5.8
1	0.8	5	5.8
1	7.2	23.5	33.8
2	2.49	13.5	17.16
2	0.87	6	6.8
2	5.75	31.5	35.05
1	3.1	15	15.8
2	1.19	8.5	9.3
1	2.1	13	13.8
2	1.55	10.5	11.3
2	0.36	3.5	5.38
1	1	7	7.8
2	22.38	64	71.35
1	3.3	12	15.35
2	1.71	9	16.31
2	2.96	14	14.8
2	7.82	30	30.8
2	1.95	9.5	13.05
2	1.66	9.5	15.01
2	1.28	8	8.8
1	5.2	21.5	22.3
2	1.07	6.5	8.76
2	2.14	11.5	18.06
2	1.4	7.5	9.3
2	0.89	5.5	9.05
1	0	34.2	35
2	1.56	9	11.76
2	7.71	25	30.8
1	3.3	13.5	17.15
2	1.35	9.5	12.36
2	4.71	20.5	21.3
2	0.92	6	6.8
2	8.62	29	34.55
1	6.1	18	28
1	2.8	11.5	14.3
2	0	10	10.3
2	5.26	18.5	23.55
2	3	14.5	21.66
2	6.91	24.5	31.85
2	1.23	6	6.8
2	1.04	5.5	6.3
2	1.7	9	11.76
1	10.4	30	40.25
2	1.35	7	9.75
2	1.03	6.5	7.3
2	0.86	6	6.8
2	2.07	13	13.8
2	0.75	5.5	6.3
2	1.47	8	8.8
2	3.47	17	17.8
2	1.94	9.5	11
2	1.64	9	9.8
2	0.66	6	6.8
2	2.55	13.5	17.05
2	1.31	8	8.8
2	0	2.3	3.1
2	1.98	9	14.55
2	3.16	15.5	22.86
2	1.59	8	14.44
2	0.67	5.5	6.3
2	1.93	8.5	9.3
2	0.79	6	6.8
2	3.97	25.5	26.3
2	3.05	13	13.8
2	2.77	14.5	21.66
2	8.92	31	38.35
2	2.57	14	14.8
2	2.15	11	11.8
2	4.2	22	22.8
2	1.09	6	6.8
2	3.13	15	19.75
1	1.3	7	10.1
1	8.1	24.5	36.85
2	0.9	6	6.8
2	2.22	11	11.8
2	8.58	26.5	40.62
2	0.98	6	8.84
1	0	24.2	25
1	2	12	18.66
2	2.96	17	17.8
2	0.54	4.5	5.3
2	3.03	14.5	15.3
2	19.02	64.5	65.3
1	0	10.2	11
2	8.01	42.5	43.3
2	3.03	13	13.8
2	0.22	4	4.8
1	2.5	12.5	16.05
2	4.09	16.5	21.62
2	3.81	15	15.8
2	1.58	10	12.96
1	1.1	9	9.8
2	1.85	9.5	10.3
1	4.8	20.5	30.05
2	2.2	12.5	15.69
2	0.93	5.5	7.56
2	2.71	13	16.55
2	2.05	10.5	16.86
2	3.3	16	25.41
2	21.25	73.5	80.85
2	2.86	14.5	20
2	1.7	10.5	11.3
2	1.93	9	11.27
2	5.26	17	25.69
2	0.94	7.5	16.6
1	14.5	41.5	50.75
2	2.29	12	15.36
2	0.79	5.5	6.3
2	10.68	39	42.55
1	1.9	9.5	12.3
2	1.1	6	8
2	4.37	17	24.66
2	1.61	8.5	9.3
2	0.95	6.5	7.3
2	1.77	10	16.94
2	0.95	5	5.88
2	1.9	10.5	16.16
2	1.48	9.5	10.3
2	3.21	14.5	15.3
1	4.7	15	22.55
2	7.94	25	25.3
2	1.12	6	6.8
2	2.73	12.5	16.62
2	1.83	8	11.44
2	2.68	13.5	20.46
2	2.25	12	18.66
2	2.96	12	18.66
2	3.11	15.5	18.3
2	1.42	7	7.8
2	0	1.3	2.1
2	0	1	1.8
2	0	1.3	2.1
2	0.36	16.3	16.6
2	3.42	14	21.06
2	0.97	6.5	12.06
1	0	30.2	37.55
2	2.03	10	13.55
2	1.24	7.5	13.26
2	2.79	12	12.8
2	3.34	18	18.8
2	3.59	16	16.8
2	1.67	11	11.8
1	14.7	48.5	73.2
2	1.53	8.5	9.3
2	1.19	7	9.36
1	0	24.2	25
2	24.34	69	76.35
2	5.42	18	20.8
1	2.1	11	11.8
1	2.2	11	11.8
2	0.7	7	7.8
2	2.68	12.5	16.05
1	6.8	23.5	32.45
2	17.44	52.5	53.3
2	0.09	2.5	3.3
2	2.97	47.5	48.3
2	2.37	13.5	14.3
2	0.72	6.5	7.3
1	1.9	10	16.9
2	4.41	15.5	24.77
2	0.7	4.5	5.3
2	1.67	30	30.3
2	3.02	17	23.14
2	2.14	9	9.8
2	1.35	7	7.8
2	1.71	11.5	12.3
2	2.26	11.5	12.3
2	1.75	12.5	13.3
2	0.67	5	5.8
2	0.84	5.5	6.3
2	3.61	17	17.8
1	1.2	8	11.6
1	0.1	3	4.3
2	4.8	16.5	17.3
2	1.91	10	11.3
1	4.1	18	18.8
2	1.38	7.5	9.96
2	0.79	5.5	6.3
2	0.51	4	5.76
2	2.74	13.5	17.05
2	4.73	19.5	20.3
2	1.13	7.5	8.3
2	0.82	5	7.54
2	6.34	22.5	27.96
2	2.75	13	19.86
1	3.4	15.5	16.3
2	34.42	100.5	150.6
2	1.79	8	8.8
2	0.86	5	5.8
2	1.77	12	12.8
2	0.8	6	6.8
2	2.07	11.5	15.38
1	1.4	7.5	12.05
2	0.47	4.5	5.3
2	4.31	21.5	25.05
2	0.08	10	12.3
2	9.55	32	42.1
2	3.46	18	25.86
2	2.16	10	10.8
2	0.39	3.5	4.3
2	2.37	12	16
2	1.56	10	10.8
2	0.9	5.5	7.56
2	3.1	12.5	18.56
2	2.89	14	14.8
1	9.9	33	33.8
2	2.68	12	12.8
2	0.69	4.5	5.3
2	2.51	13	16.55
1	0	36.2	43.55
2	3.32	16.5	24.06
2	3.26	19.5	20.3
2	1.19	8	8.8
2	0.61	7	7.8
2	0.67	5	6.8
2	8.36	28	28.8
2	0.93	6	6.8
2	1.39	8	11.55
2	2.44	13	16.55
2	2.94	12.5	19.26
2	1.33	8	8.8
2	2.12	12	16.64
2	1.35	7	7.8
2	1.48	9	11.76
2	1.31	9.5	10.3
2	3.7	16	16.8
2	4.68	19.5	20.3
2	4.29	34.5	45.89
2	0.88	6	8.5
2	1.43	6	11.94
2	8.39	36.5	37.3
2	2.65	15	15.8
2	1.4	8.5	9.3
2	1.08	7	9.75
2	2.14	10	10.8
2	5.44	18.5	22.05
2	15.25	45.5	72.1
2	2.24	13	13.8
2	1.52	9	9.8
2	1.48	8.5	11.16
2	0.94	6	7.82
1	1.6	8.5	12.05
1	1.3	8.5	9.3
1	2	10	10.8
2	1.1	8.5	11.3
2	3.53	14	17.76
2	3.95	17.5	25.26
2	5.02	22	28.5
2	0.71	4.5	5.3
2	1.25	7	7.8
2	1.56	8.5	9.3
2	2.23	12	16
2	29.25	83.5	90.85
2	0.91	8	8.8
2	2.21	9.5	13.05
2	2.39	10	13.55
2	3.1	14	17.76
2	1.39	9	9.8
2	3.35	19	24.75
2	26.77	76.5	79.75
1	2	9	9.8
2	6.94	23.5	30
2	0.76	5.5	6.3
2	1.1	7	7.8
2	3.93	15	18.8
1	8.7	29	32.55
2	14.29	56	63.35
2	1.81	9	9.8
2	1.63	9.5	10.3
2	0.3	4	4.8
2	4.29	18	18.8
1	25.5	68	90.55
2	6.51	22	22.8
2	18.49	69.5	76.85
2	1.52	9	11.76
2	5.48	18.5	27.56
2	1.9	10	10.8
2	0.57	5	5.8
2	0.41	4.5	5.3
2	2.09	12.5	13.3
2	1.41	9.5	10.3
2	1.27	9	11.76
1	0	42.2	49.55
2	4.47	18	27.06
2	2.04	9.5	16.86
2	1.09	7	10.56
2	4.27	21.5	23.3
2	28.03	81.5	89.85
2	2.54	11	18.66
2	2.8	15	23.46
2	3.16	17	18.8
2	5.09	19.5	21.3
2	1.03	7	8.8
2	0.43	4.5	10.86
2	0.97	6.5	11.05
2	2.96	15	22.55
2	3.28	15.5	17.3
2	3.21	14.5	17.3
2	8.6	30.5	35.05
1	0	22.2	23
2	5.06	25	28.8
2	6.15	25	32.16
1	0	6.5	8.3
2	5.41	18.5	25.82
2	1.13	7.5	13.05
2	1.22	6	10.55
2	1.86	8.5	10.3
1	9.2	27	33.55
2	0.84	6.5	8.3
2	0.77	6	7.8
2	2.52	12	13.8
2	5.67	25	26.8
2	13.34	43	50.55
2	1.32	7	8.8
2	1.69	10	11.8
2	21.29	62	63.8
2	5.83	20	29.46
1	0	15.2	16
2	2.34	10	11.8
2	7.88	26	36.66
1	0	15.2	16
2	2.44	12.5	17.16
1	23.3	0	0
1	0	30.2	31
1	7	38.5	40.3
2	1.44	10	11.8
1	3.2	15.5	18.8
2	1.37	7	8.8
2	12.6	39.5	41.3
2	3.97	15	19.55
2	4.34	22	23.8
2	0.91	7	11.55
2	1.47	11	16
2	0.9	6	9.36
2	24.88	82	90.35
2	1.59	8	12.74
2	1.39	8	11
2	2.46	11.5	18.46
2	1.94	11	18.66
2	6.83	25.5	30.05
2	6.04	31.5	33.3
2	2.31	14	18.96
2	22.58	68	76.35
2	1.77	9.5	17.56
2	0	5.5	7.3
2	0	3	4.8
2	31.1	85	99.9
2	5.42	27	28.8
2	1.85	9.5	12.55
2	3.21	14	20.55
2	1.62	8	12.55
2	0	8	9.38
2	2.25	12.5	14.3
2	9.05	56	57.8
2	2.4	13.5	15.3
2	1.28	7	8.8
2	1.24	9	13
2	2.22	11	12.8
2	0.35	3.5	5.3
2	0.95	6.5	8.3
2	0.98	8	9.8
2	1.55	7.5	11.16
1	1.1	6.5	10.35
2	1.38	6.5	13.26
2	2.29	11	18.66
2	5.9	23	33.06
1	3.4	13.5	22.55
2	5.6	24.5	26.3
2	0.99	6	9.36
2	3.06	15	16.8
2	2.54	12.5	14.3
2	0.49	4.5	7.07
2	1.17	6	7.8
2	1.44	7.5	9.3
2	1.34	7.5	11.16
2	6.4	24	28.55
1	1	7	8.8
1	1.4	7.5	9.3
2	5.47	24.2	30
2	0.89	7.5	11.62
2	2.64	20	20.3
1	0	16.2	17
2	1.79	9.5	11.3
2	3.38	15	20.16
2	0.97	6.5	8.3
2	0.58	5	6.8
2	1.79	10	11.8
2	6.14	23	33.06
2	2.86	11	18.66
2	1.14	6.5	10.38
2	2.28	10.5	18.06
2	3.51	13	14.8
2	4.44	23	24.8
2	1.24	6.5	10.38
2	1.7	9.5	16.16
2	8.19	26.5	28.3
2	2.33	12.5	17.16
2	1.26	8	9.8
2	4.92	18.5	23.05
2	3.47	14.5	16.3
2	2.39	11	19.44
2	3.36	15	20.16
2	3.59	13	14.8
1	0	16.2	17
2	1.41	8	11.76
2	0.73	5	8.16
2	1.82	9.5	13.3
2	1.42	6	7.8
2	4.33	19.5	21.3
2	2.25	10	11.8
1	0	15.2	16
1	0	7.2	8
2	6.28	25	35.46
1	8.9	40	40
2	4.94	19.5	21.3
2	4.76	19.5	21.3
2	7.36	28	29.8
1	3.3	18.5	24.75
2	1.82	8.5	15.05
2	2.33	12	16.56
2	0.7	4.5	9
2	7.94	26.5	33.55
1	1	5.5	7.3
1	1.7	10	11.8
2	1.83	8	15.06
2	1.02	7	9.8
2	1.5	8	11.76
2	1.38	8	15.06
2	1.89	10	11.8
1	5	20	21.8
2	11.1	39.5	41.3
2	3.38	19.5	25.3
2	17.32	52	83.01
2	2.06	12	15.18
2	1.39	7.5	9.3
2	5.05	25	26.8
2	0	15	18.36
2	1.85	8.5	10.3
2	1.03	6	7.8
2	3.34	17	25.86
2	6.23	20	27.25
2	2.11	9.5	11.32
2	12.86	64.5	72.85
2	12.47	43	44.8
2	4.32	16.5	18.3
2	1.98	10	11.8
2	2.63	11.5	16.62
2	8.68	31	32.8
2	4.27	15.5	17.3
2	1.63	9	12.96
2	2.92	13.5	15.3
2	9.03	30	34.55
2	1.24	6.5	9.96
2	2.89	12.5	14.3
1	1.3	8.5	12.5
2	0	2.5	4.3
2	1.91	10	17.46
2	2.29	10	11.8
2	0.8	4.5	7.56
1	0	20.2	21
2	1.54	8.5	12.36
2	0.71	6.5	10.79
1	4.3	21	27.35
2	3.87	12.5	17.88
2	1.83	8	15.06
2	1.09	7.5	9.3
2	1.55	7.5	9.3
2	4.43	25	26.8
2	1.6	9.5	11.3
2	6.2	21	22.8
2	2.88	11	17.11
2	3.96	16	23.55
2	0.44	3.5	6.62
2	2	10	13.8
1	3.8	13.5	15.3
2	4.52	16.5	21.96
2	2.6	13	14.8
2	1.06	7.5	9.3
2	2.75	14.5	20.38
2	0.8	5.5	7.3
2	0.9	7	8.8
2	1.7	8.5	12.36
2	0.61	5	7
2	0.89	5.5	7.3
2	1.18	6	7.8
2	0	2.5	4.3
2	3.12	10	11.8
1	6.2	20.5	22.3
2	0.54	5	6.8
2	0.97	6	10.14
2	7.3	24.5	33.41
2	1.02	5.5	9.12
2	1.99	12	13.8
2	6.52	21	30.66
2	1.41	7.5	14.46
2	1.65	7	11
2	1.32	7.5	9.3
2	1.41	6.5	10.38
2	1.13	7	9.91
2	4.51	17.5	20.3
2	2.73	11.5	13.3
2	0.91	5.5	7.5
2	2.03	8.5	14.05
2	0.62	4.5	7.56
2	2.3	10.5	18.06
2	3.26	15	16.8
2	0.69	5	6.8
2	1.73	9	10.8
2	7.49	23.5	32.89
2	3.24	13	14.8
1	4.4	15	16.8
2	4.3	25.5	27.3
1	3.3	14.5	21.05
1	0	7.2	8
2	13.66	45	61.94
1	1.4	9.5	11.3
1	2.1	9.5	13.55
2	2.4	11.5	15.96
1	1	7	8.3
2	1.79	9	16.26
2	0.42	4.5	6.3
2	4.44	16	21.36
1	0.7	5	6.8
1	1	6.5	8.3
1	8	26.5	31.05
2	4.72	22	23.8
2	0.77	4.5	6.3
2	10	29.5	34.3
2	18.44	54	62.35
2	0.95	6	9.3
2	1.51	7.5	16.05
2	2.21	8.5	16.85
2	3.66	13.5	21.66
2	1.23	6.5	9.96
2	2.45	9	17.61
2	2.86	13.5	17.3
2	0.46	4.5	8.19
1	0	49.2	52.45
2	2.22	24	25.8
2	11.13	45	46.8
2	0.73	5	8.8
2	2.26	11	16.64
2	0.54	5.5	7.3
1	0.8	4.5	7.55
1	0.1	3	4.8
2	4.86	19	28.26
2	2.06	12.5	17.88
2	10.42	59	60.8
2	3.49	14	22.26
2	0.58	4.5	6.3
2	1.4	8	9.8
2	1.3	6.5	8.3
2	0.6	6	7.8
2	1.53	7	11.55
2	8.88	27.5	40.38
2	0.34	3.5	5.3
2	0.39	4	5.8
2	1.11	8	8.3
2	1.24	6.5	8.3
2	4.01	14	15.8
2	2.08	8.5	11.33
2	6.3	20	21.8
2	0.89	5	6.8
2	3.32	14	18.55
2	6.07	19.5	21.3
2	0.98	6	7.8
2	1.47	7	8.8
2	0.41	4	8
1	4	17	22.55
2	1.04	5.5	9.49
2	2.58	11.5	13.3
2	4.76	20.5	25.3
2	15.41	53	61.35
2	0.73	5	6.8
2	2.49	10.5	17.05
2	0.55	5	6.8
1	1.8	10	11.8
1	1.8	10	11.8
2	0.43	4	10.8
2	3.69	21	22.8
2	8.27	27	35.55
2	0.11	3	4.8
1	5.5	20.5	31.3
1	1.9	9	14.63
2	0.73	5	6.8
2	8.64	27.5	29.3
2	1.21	6	7.8
2	3.51	15	16.8
2	7.16	22	31.55
2	1.42	6	8.8
2	1.95	8.5	15.01
2	2.34	9.5	16.44
2	1.51	7.5	14.13
2	2.23	9.5	16.86
2	0.96	5	7.8
2	3	13	17.76
2	7.21	23	33.06
2	1.2	6	7.8
2	0.65	4.5	6.3
2	1.19	6.5	13.26
2	7.71	24.5	34.86
2	1.21	7.5	9.3
2	2.57	12	13.8
1	2.8	11	18.65
1	0.7	4.5	6.3
2	1.15	6.5	8.3
1	0	2.5	4.3
1	1.3	6	8.8
2	0.7	5	8.3
2	0.47	4.5	6.3
2	1.14	6	7.8
2	1.52	7.5	11.16
1	0	13.2	14
1	0	14.2	15
1	1.8	8	9.8
1	5.4	0	0
2	1.46	8.5	10.3
2	1.2	7.5	9.3
2	3.67	14.5	19.56
1	2.2	9.5	10.8
1	1.1	7.5	10.3
2	1.77	8	11.76
2	0.61	5	6.8
2	2.1	9.5	14.3
2	5.89	18	23.76
2	10.83	38.5	40.3
2	2.4	11	15.55
2	1.81	9	11.8
2	1.79	9	13.5
2	1.23	6	7.8
2	1.02	6.5	10.38
2	3.56	15.5	17.3
2	2.08	10	11.8
2	0.87	5.5	7.3
2	0.53	4.5	6.3
2	1.04	5.5	7.3
2	1.97	10	14.75
2	5.99	22	26.55
2	4.96	17	25.86
2	1.5	8	11.76
2	2.06	9	11.8
2	4.39	14.5	22.86
2	0.24	4	5.8
2	0.55	5.5	7.3
2	5.91	20.5	22.3
2	16.32	50	62.55
2	0.68	4.5	6.3
2	0.85	6	7.8
2	1.22	7	8.8
2	2.5	10.5	17.46
2	9.35	31	35.05
2	0.64	5.5	8.84
2	1.23	6.5	9.36
2	1.98	10.5	11.8
2	1.18	7	9.54
1	1.7	9	10.3
2	7.21	22.5	31.86
1	3.3	13	19.61
2	2.69	11.5	12.8
2	0.97	6	7.3
2	1.98	9	13.05
2	6.04	21	31.31
2	4.19	16	17.3
2	1.94	8	12.05
2	2.89	11.5	16.64
2	2.22	9	12.36
2	3.14	11.5	16
2	3.02	15.5	19.55
2	1.45	7	9.96
2	3.55	16	17.3
2	1.88	9	15.4
2	2.99	14	15.3
2	1.64	9.5	10.8
1	3.9	15	19.55
2	5.37	18	26.46
2	1.14	6	7.3
2	0.88	5.5	8.16
2	1.18	6.5	7.8
2	4.46	16	21.62
1	1.6	8	11.15
2	11.07	32	39.96
2	7.42	22	26.05
2	1.15	6.5	12.66
2	2.49	11.5	12.8
1	8.4	29	33.33
2	6.78	20.5	29.46
2	4.13	15.5	23.46
2	21.91	62.5	70.35
2	0.99	6	9.12
2	1.14	7	10.79
2	0.49	4.5	5.8
1	2.8	12.5	17.25
2	27.46	75.5	83.35
2	3.27	14	18.36
2	2.1	10.5	11.8
2	2.96	11.5	16.55
2	3.51	13.5	17.55
1	1.6	8.5	15.69
2	1.19	7.5	8.8
1	3.4	18.5	23.75
2	16.93	50	51.3
2	1.28	7	13.26
2	0.93	6.5	7.8
2	4.14	15	21.55
2	3.43	15	21.19
2	3.94	14	15.3
2	1.4	7.5	8.8
2	2.24	9.5	10.8
2	1.02	5.5	8
2	1.47	8	10.5
2	1.8	9.5	10.8
2	2.03	8.5	9.8
2	0.6	4	6.36
2	3.76	28	29.3
2	3.32	14.5	22.26
2	7.75	30	30.3
2	1.46	9	10.3
2	5.76	23	29.16
1	1.8	9	10.3
1	4.1	18	19.3
2	1.21	6.5	7.8
2	5.66	18	26.46
2	1.47	7.5	8.8
2	1.27	10	10.3
2	8	25	25.3
2	2.97	13	20.46
1	6.6	34	43.76
2	0.58	4.5	6.38
2	2.15	9.5	12.96
1	0	2.5	10.8
2	0.78	5.5	6.8
2	1.53	7	8.3
2	3	11.5	18.66
2	0.88	5	6.3
2	3.56	13	16.44
2	2.19	9.5	16.26
2	3.77	15	16.3
2	0.73	4.5	7.8
2	1.52	7	8.3
2	1.35	8	9.3
2	1.65	20	20.3
2	5.13	20	27
1	1.2	6.5	7.8
1	6.5	24	25.3
2	0	2.5	3.8
2	1.08	5.5	8.84
2	3.51	15	22.05
2	0	4.5	5.8
2	0	2.5	3.8
2	5.28	18	23.16
2	3.95	14.5	17.8
2	1.49	7.5	8.8
2	5.53	16	16.3
2	3.46	15	15.3
2	0.58	4	5.3
2	1.68	8	9.3
